phi,rho,eps,theta,alpha,mu,r,b,gamma,CM55,CM75,Response
0.39665,0.47999,0.11747,4.1111e-06,6.5506e-08,0.0032205,0.090374,1.9237e-12,1.9037e-06,1.4701e-10,7.9879e-15,NR
0.3853,0.45057,0.076787,5.8601e-06,6.412e-08,0.0037013,0.089578,7.4835e-13,2.0874e-06,0.0015027,-2.0578e-14,NR
0.16206,0.33793,0.2022,6.6474e-06,7.0649e-08,0.0046323,0.083858,1.4126e-12,1.5353e-06,2.2424e-08,1.0153e-14,NR
0.37433,0.58715,0.22804,2.7131e-06,6.1139e-08,0.0074152,0.089204,1.1463e-12,1.8394e-06,2.9882e-05,-8.374e-15,NR
0.14271,0.21511,0.20134,4.2956e-06,4.0326e-08,0.0043396,0.090209,1.188e-12,1.5313e-06,442570.0374,1432621.5902,CR
0.40549,0.47958,0.078049,3.0144e-06,4.2081e-08,0.0032379,0.089731,7.8103e-13,1.7821e-06,107850.4569,303707.2417,CR
0.35318,0.3539,0.23604,9.5863e-06,6.2884e-08,0.0063523,0.082685,6.6604e-13,1.5474e-06,756025.1117,4494186.9177,CR
0.15498,0.21407,0.080066,3.6998e-06,5.8832e-08,0.0035538,0.084636,2.0002e-12,1.6308e-06,3.7177,-2.1436e-12,NR
0.36406,0.44885,0.14284,2.4152e-06,6.3888e-08,0.0038495,0.090102,1.9568e-12,2.2899e-06,960.9109,6.8168,NR
0.20089,0.27775,0.1103,2.764e-06,5.3202e-08,0.0059759,0.08979,1.5635e-12,1.6721e-06,0.00094392,-3.0981e-14,NR
0.31092,0.32739,0.1356,7.9114e-06,6.6957e-08,0.0065277,0.086159,1.4076e-12,1.495e-06,2.4748e-10,-1.7295e-15,NR
0.40501,0.6283,0.23715,8.85e-06,4.2214e-08,0.0035262,0.087762,6.1048e-13,1.6452e-06,180743.3794,382167.7111,CR
0.1093,0.20391,0.15399,8.7001e-06,7.1664e-08,0.0056604,0.081283,1.3543e-12,1.6752e-06,3.705,-7.3599e-13,NR
0.42103,0.58097,0.18149,3.1024e-06,6.9093e-08,0.0043787,0.08631,1.6427e-12,1.5626e-06,-6.213e-12,8.6804e-15,NR
0.14497,0.18103,0.093997,4.6002e-06,5.7678e-08,0.0059783,0.088794,1.1145e-12,2.2902e-06,308771.1922,755678.8795,CR
0.41732,0.4186,0.13455,3.2542e-06,6.6109e-08,0.0031955,0.089868,1.4274e-12,2.2597e-06,4387.232,382666.6891,CR
0.18269,0.2283,0.066491,7.8351e-06,6.5801e-08,0.0077935,0.082348,1.3481e-12,2.0801e-06,189675.9286,450226.1865,CR
0.21486,0.33341,0.12979,9.0961e-06,7.1202e-08,0.0035185,0.078111,1.1996e-12,1.5349e-06,18.9356,4.7407e-08,NR
0.21556,0.31295,0.12766,3.0931e-06,5.7877e-08,0.0060232,0.083663,5.6288e-13,1.5249e-06,7.4037,-3.6904e-12,NR
0.11391,0.17456,0.15156,8.6024e-06,6.7883e-08,0.0049385,0.08427,1.606e-12,1.5182e-06,1.0584e-06,-3.7035e-15,NR
0.23219,0.29854,0.071239,2.7225e-06,6.3882e-08,0.0060416,0.08639,1.1438e-12,2.5739e-06,297152.4285,488470.5642,CR
0.35181,0.51354,0.16191,7.9131e-06,6.6362e-08,0.0034778,0.088628,8.2517e-13,1.8092e-06,5.1934e-10,-1.7108e-14,NR
0.13915,0.18402,0.20215,4.6199e-06,5.0886e-08,0.0020957,0.084352,1.7139e-12,1.5654e-06,962512.8559,2520043.2395,CR
0.24082,0.37562,0.19525,9.4352e-06,4.4303e-08,0.0067484,0.089998,1.7343e-12,1.9897e-06,633555.007,875277.7216,CR
0.36116,0.48652,0.13722,6.2273e-06,6.2734e-08,0.0045655,0.080588,2.2308e-12,1.6273e-06,5184.8476,27747.4256,CR
0.40819,0.49344,0.20365,6.9725e-06,7.0537e-08,0.0059351,0.088101,6.4791e-13,2.6645e-06,732070.7535,1178006.3774,CR
0.40445,0.42839,0.08845,3.0922e-06,6.2262e-08,0.0039157,0.082508,1.5205e-12,1.565e-06,60.0682,5.1415e-07,NR
0.29555,0.45937,0.17413,4.7992e-06,6.621e-08,0.0055593,0.082315,1.3296e-12,1.6132e-06,0.33025,-2.8791e-13,NR
0.24329,0.26258,0.12937,9.5906e-06,6.8779e-08,0.0071495,0.084823,1.4207e-12,2.338e-06,695051.7548,1775371.0255,CR
0.27332,0.30605,0.074458,7.4609e-06,6.5862e-08,0.006849,0.08949,7.8113e-13,2.1696e-06,0.041134,2.8751e-14,NR
0.34682,0.45368,0.19319,4.4699e-06,6.3498e-08,0.0079792,0.084929,2.1683e-12,1.832e-06,9461.4234,282873.4322,CR
0.27503,0.28183,0.077414,7.4681e-06,7.1618e-08,0.0038687,0.088211,6.643e-13,1.9841e-06,1.2316e-07,-1.6162e-14,NR
0.31853,0.41023,0.17442,5.4952e-06,6.9275e-08,0.0045454,0.079204,1.1639e-12,1.8694e-06,612637.6471,1061961.2386,CR
0.23929,0.27399,0.089367,8.9628e-06,6.9697e-08,0.0034752,0.082087,1.8853e-12,1.6041e-06,0.016143,-6.4887e-14,NR
0.27927,0.38751,0.14685,8.5761e-06,5.4437e-08,0.0031807,0.086123,6.3862e-13,1.6059e-06,7.3814,-4.2927e-12,NR
0.29598,0.49352,0.23472,4.6074e-06,6.0155e-08,0.0064551,0.084977,9.0322e-13,1.7522e-06,459.4019,0.041412,NR
0.11387,0.12682,0.15688,8.3519e-06,4.9697e-08,0.0058039,0.085305,2.0946e-12,1.4884e-06,338940.823,2079269.1609,CR
0.2301,0.35586,0.17085,5.8341e-06,5.7568e-08,0.0036996,0.090081,7.4468e-13,1.7506e-06,3.9303e-06,-5.1353e-14,NR
0.24531,0.39408,0.20754,7.1617e-06,7.1607e-08,0.006662,0.081766,1.9669e-12,1.9643e-06,163891.5924,453613.1253,CR
0.29964,0.31064,0.17549,9.2096e-06,6.2956e-08,0.0057472,0.089366,8.5147e-13,2.1115e-06,70504.595,1371851.5235,CR
0.26626,0.35785,0.10717,5.9767e-06,6.114e-08,0.0074652,0.08512,1.5976e-12,2.2551e-06,328651.337,517020.4661,CR
0.20157,0.28149,0.092473,3.6643e-06,6.742e-08,0.003421,0.078232,1.5117e-12,1.7494e-06,153831.8825,376563.3178,CR
0.17729,0.28845,0.17089,5.965e-06,6.8479e-08,0.003558,0.089951,8.431e-13,2.0136e-06,1.2807e-08,7.033e-15,NR
0.38911,0.39093,0.069067,6.4787e-06,5.5644e-08,0.0043956,0.081378,1.6186e-12,1.6249e-06,254244.0467,1025038.8878,CR
0.10986,0.18407,0.094556,3.7673e-06,6.3386e-08,0.0061106,0.089087,2.1275e-12,1.8058e-06,3.9756e-08,6.7495e-15,NR
0.3926,0.4892,0.16349,2.5844e-06,6.1938e-08,0.0058748,0.086711,1.1921e-12,2.2566e-06,462260.8521,734881.8255,CR
0.27893,0.33042,0.068514,4.8034e-06,4.6529e-08,0.0023084,0.089021,1.2482e-12,1.7307e-06,4530.4249,58757.2733,CR
0.35569,0.4732,0.1366,2.8004e-06,7.0202e-08,0.0024772,0.081076,1.985e-12,1.6105e-06,0.45081,2.5466e-13,NR
0.34014,0.38656,0.077177,8.5278e-06,5.2263e-08,0.0075529,0.086743,9.1731e-13,1.8613e-06,88691.1,382755.8453,CR
0.27989,0.30749,0.097441,5.434e-06,5.7492e-08,0.0031622,0.090104,8.8978e-13,2.5389e-06,495459.8768,1176252.9522,CR
0.4118,0.50314,0.19816,5.7845e-06,5.4982e-08,0.0030297,0.088995,1.5445e-12,1.5087e-06,3.2676e-06,-7.5477e-14,NR
0.32874,0.36285,0.15803,9.3202e-06,6.8453e-08,0.0064928,0.086532,2.197e-12,2.3457e-06,615576.4825,1539452.86,CR
0.35726,0.50775,0.20323,9.4478e-06,5.7045e-08,0.0057959,0.082866,1.1068e-12,1.8418e-06,505481.4511,745040.7181,CR
0.40415,0.44852,0.094212,5.3055e-06,7.1198e-08,0.0054582,0.085825,1.4568e-12,1.8274e-06,1.2242e-05,-7.8158e-15,NR
0.23575,0.3443,0.12479,6.8442e-06,6.7208e-08,0.0027745,0.076593,1.544e-12,1.8062e-06,413072.7425,665281.5107,CR
0.40518,0.46196,0.20061,4.3719e-06,6.8122e-08,0.0035838,0.090274,1.245e-12,2.484e-06,290386.4857,999746.0427,CR
0.2587,0.38175,0.16506,3.7056e-06,5.9433e-08,0.0076223,0.086002,2.0728e-12,1.9023e-06,28451.2376,212574.1907,CR
0.18613,0.22696,0.092587,8.7018e-06,5.8213e-08,0.0078197,0.087972,2.1933e-12,1.7038e-06,0.0014033,-6.3134e-14,NR
0.37398,0.55656,0.21842,7.0948e-06,4.9495e-08,0.0034694,0.087869,2.2387e-12,1.6056e-06,54.3595,2.3817e-07,NR
0.23629,0.26584,0.079324,8.0238e-06,6.7155e-08,0.0074729,0.084739,1.8183e-12,1.9958e-06,4711.8511,154566.811,CR
0.26662,0.32284,0.1761,4.7275e-06,7.1028e-08,0.00277,0.08889,1.256e-12,2.692e-06,608293.3783,1252536.8196,CR
0.23028,0.31376,0.11443,2.6625e-06,6.2902e-08,0.0044827,0.089354,1.775e-12,2.2244e-06,618.9538,1.0974,NR
0.11618,0.2465,0.16495,8.836e-06,6.7547e-08,0.0020123,0.080516,9.6271e-13,2.0307e-06,466300.3614,713129.6497,CR
0.29263,0.48685,0.23111,6.6437e-06,6.8299e-08,0.0072815,0.075369,8.7501e-13,1.5763e-06,339034.5215,533725.9753,CR
0.41403,0.54011,0.21418,2.5672e-06,6.5966e-08,0.0033181,0.082748,1.7175e-12,1.9369e-06,454734.9682,785140.9866,CR
0.39283,0.47957,0.14591,2.8708e-06,6.7664e-08,0.0034195,0.078286,1.2358e-12,1.5462e-06,37220.261,335410.2068,CR
0.27909,0.38766,0.1117,7.9389e-06,7.1095e-08,0.0074608,0.088461,2.0578e-12,2.2147e-06,0.0010765,-8.977e-14,NR
0.16174,0.21832,0.08589,7.7002e-06,4.4363e-08,0.007212,0.086896,9.3053e-13,1.6757e-06,172719.8682,518958.032,CR
0.31871,0.42225,0.17085,2.5384e-06,6.7411e-08,0.0064038,0.083238,7.9606e-13,2.2511e-06,629717.8928,878805.0857,CR
0.26929,0.3736,0.13536,6.8995e-06,6.5648e-08,0.0055444,0.086513,1.3262e-12,1.8538e-06,0.0072304,-1.448e-13,NR
0.31246,0.43979,0.14532,2.8235e-06,4.8274e-08,0.0068345,0.081256,1.6166e-12,1.5352e-06,356242.8567,557573.1994,CR
0.37888,0.4709,0.1301,8.8438e-06,6.7627e-08,0.0052176,0.084953,1.2615e-12,2.0337e-06,3693.4215,77850.8499,CR
0.24132,0.3309,0.23231,7.7143e-06,6.8468e-08,0.005036,0.08843,1.941e-12,1.8268e-06,1.6529e-07,-2.8124e-14,NR
0.15094,0.34789,0.23038,9.0897e-06,4.8733e-08,0.0063237,0.088577,8.9776e-13,2.1155e-06,569480.6452,657626.1503,CR
0.17711,0.21744,0.071972,6.4252e-06,6.9337e-08,0.0033238,0.072813,1.5806e-12,1.5216e-06,259483.227,698867.283,CR
0.24748,0.29845,0.075611,5.2531e-06,5.0506e-08,0.0059086,0.089346,2.1145e-12,2.2942e-06,339496.1753,658936.2556,CR
0.22558,0.418,0.20558,5.0752e-06,5.8294e-08,0.0062138,0.081976,1.4093e-12,1.5497e-06,965.2015,7.3686,NR
0.32402,0.41088,0.089549,2.5619e-06,5.9037e-08,0.0033599,0.083229,2.2087e-12,1.7443e-06,12665.4879,55416.9178,CR
0.11392,0.12649,0.073109,8.007e-06,5.5255e-08,0.0068996,0.087454,9.8241e-13,2.1722e-06,347322.6443,988798.7549,CR
0.17005,0.17037,0.086208,5.9828e-06,6.2972e-08,0.0077185,0.090005,9.1572e-13,2.3401e-06,73479.1973,576752.9434,CR
0.33516,0.43321,0.1379,5.9347e-06,6.1939e-08,0.0038108,0.082864,2.2174e-12,1.5303e-06,0.63895,8.6162e-14,NR
0.22692,0.29616,0.075471,3.2224e-06,6.6766e-08,0.0037042,0.075552,1.3028e-12,1.6943e-06,255133.7228,498108.6448,CR
0.31631,0.34011,0.16406,8.9048e-06,6.0578e-08,0.006566,0.08541,5.8108e-13,1.9778e-06,763514.4111,2142719.5381,CR
0.18115,0.28101,0.12601,2.4707e-06,3.7165e-08,0.0023962,0.086728,1.9671e-12,1.5378e-06,442621.2412,769215.3584,CR
0.15458,0.16669,0.11376,8.679e-06,5.326e-08,0.0074005,0.090034,1.7807e-12,2.1547e-06,451810.7551,1431757.2328,CR
0.15604,0.2299,0.14718,7.2435e-06,5.6353e-08,0.0047291,0.08214,1.8932e-12,1.7885e-06,613104.6628,1163551.9764,CR
0.17237,0.18388,0.1144,6.4223e-06,6.8306e-08,0.0079266,0.089877,2.0914e-12,1.6918e-06,2.2897e-13,4.2464e-16,NR
0.31493,0.38698,0.15034,6.1701e-06,5.1866e-08,0.0024535,0.08594,1.2566e-12,1.8533e-06,535435.339,1122408.9957,CR
0.32692,0.34747,0.18516,3.5933e-06,6.6374e-08,0.0068966,0.086988,1.2489e-12,2.3234e-06,960487.0092,2399957.9016,CR
0.24449,0.2765,0.20337,4.1494e-06,5.8446e-08,0.0074165,0.084902,1.3653e-12,1.6766e-06,471830.9597,1928059.7725,CR
0.29935,0.43695,0.16605,6.2806e-06,4.9658e-08,0.002197,0.090234,1.3408e-12,1.6799e-06,0.10748,-3.9654e-13,NR
0.1133,0.247,0.22808,4.3905e-06,7.0406e-08,0.0077706,0.084217,2.011e-12,1.931e-06,3152.8187,56983.9647,CR
0.40346,0.4288,0.13029,2.4426e-06,4.9749e-08,0.0045679,0.084778,6.9604e-13,1.6986e-06,687560.3441,1778148.9305,CR
0.26744,0.32231,0.071383,2.8965e-06,5.2446e-08,0.0065174,0.083834,6.5986e-13,1.498e-06,374.0118,0.41839,NR
0.20473,0.24041,0.10324,4.2648e-06,6.5109e-08,0.0077471,0.089662,2.17e-12,2.353e-06,16847.3059,265220.4705,CR
0.3691,0.53227,0.16544,6.6301e-06,5.7696e-08,0.0073077,0.090226,1.9395e-12,1.8195e-06,6.4495e-06,-2.8666e-14,NR
0.25451,0.46339,0.21769,6.0556e-06,5.5486e-08,0.0042422,0.089462,1.5086e-12,1.5852e-06,8.897e-08,-7.396e-16,NR
0.25418,0.33485,0.16624,7.3228e-06,5.6964e-08,0.0047426,0.089159,1.2669e-12,2.268e-06,523874.0582,977553.4198,CR
0.22797,0.27037,0.066528,7.0913e-06,6.3804e-08,0.0059617,0.08363,6.925e-13,2.1564e-06,225766.5707,522063.0474,CR
0.18528,0.33671,0.19432,8.3171e-06,7.1234e-08,0.0027882,0.086721,1.8574e-12,1.8663e-06,7.7522e-07,-4.8456e-14,NR
0.13686,0.2013,0.12883,2.9711e-06,6.8231e-08,0.0042419,0.08885,8.1014e-13,1.7427e-06,-1.0374e-11,8.5741e-15,NR
0.18079,0.21877,0.22338,4.7127e-06,6.0615e-08,0.0046102,0.087595,1.9488e-12,2.0911e-06,1046002.8068,2526675.4458,CR
0.24321,0.41691,0.17409,7.0136e-06,6.7862e-08,0.003526,0.085746,1.1243e-12,1.6976e-06,3.7143e-07,-4.0412e-14,NR
0.28028,0.2994,0.14359,6.9015e-06,7.0014e-08,0.0029163,0.076719,2.1817e-12,1.5858e-06,623983.1262,2088848.0103,CR
0.10742,0.1643,0.11449,2.9115e-06,4.6761e-08,0.0057387,0.090141,1.2621e-12,1.5215e-06,0.063618,-1.7279e-14,NR
0.31801,0.47489,0.15733,5.2479e-06,6.062e-08,0.0036206,0.087099,1.1856e-12,1.642e-06,6.5129e-06,-4.002e-14,NR
0.249,0.28328,0.078714,7.5177e-06,6.1389e-08,0.0025674,0.087778,2.0961e-12,2.0701e-06,2528.7835,84091.8583,CR
0.31595,0.33282,0.086828,4.0338e-06,3.8447e-08,0.0053067,0.09005,1.6838e-12,1.7053e-06,436343.4536,1270261.566,CR
0.29891,0.31575,0.062258,4.6079e-06,6.501e-08,0.0076157,0.089818,7.7088e-13,2.6982e-06,214763.0711,572123.6827,CR
0.22357,0.31704,0.11526,9.3783e-06,6.3055e-08,0.0057661,0.089011,2.1458e-12,2.5288e-06,213984.6775,409873.6483,CR
0.14264,0.19634,0.12274,2.7544e-06,6.12e-08,0.005549,0.086028,2.0368e-12,2.2092e-06,470222.2572,927842.7664,CR
0.37657,0.4142,0.1024,9.2594e-06,6.16e-08,0.0077892,0.08979,1.8181e-12,2.2931e-06,43429.1124,400255.6392,CR
0.16007,0.18254,0.16345,4.6803e-06,5.1791e-08,0.004287,0.085854,1.5789e-12,1.535e-06,122475.9559,1425100.9484,CR
0.25304,0.37396,0.13914,8.8997e-06,5.4768e-08,0.0054132,0.089408,1.3899e-12,1.7726e-06,0.010896,-1.0144e-13,NR
0.14762,0.20679,0.096158,7.8857e-06,5.9105e-08,0.0051121,0.083451,9.1389e-13,1.7062e-06,7492.9466,166844.7798,CR
0.34511,0.42091,0.2238,4.5764e-06,6.9389e-08,0.0046531,0.087441,1.594e-12,1.7805e-06,1.2645e-06,-8.0598e-14,NR
0.35974,0.48283,0.18449,2.4699e-06,4.7308e-08,0.0071596,0.090162,1.1884e-12,1.9508e-06,359898.1093,609476.9203,CR
0.3359,0.33969,0.23308,8.4449e-06,6.5181e-08,0.0023477,0.087304,6.6673e-13,2.1731e-06,1469795.6117,4846147.5595,CR
0.12423,0.19726,0.10744,5.4396e-06,6.4864e-08,0.0028228,0.088596,7.9712e-13,2.2406e-06,977.575,709.6688,NR
0.30815,0.38667,0.10509,8.4389e-06,5.6679e-08,0.0022613,0.090295,1.4089e-12,2.5224e-06,325363.3521,599471.5681,CR
0.3244,0.47234,0.16315,6.1565e-06,4.7443e-08,0.0030087,0.082373,1.0232e-12,1.4969e-06,190100.6862,444743.8004,CR
0.34509,0.38867,0.089824,5.4745e-06,6.305e-08,0.0035325,0.082534,6.4708e-13,1.5871e-06,9.9462,1.3763e-11,NR
0.16763,0.29762,0.19536,7.8593e-06,7.099e-08,0.0048502,0.088769,1.892e-12,1.9393e-06,1.6531e-09,-1.639e-15,NR
0.32664,0.41389,0.13091,6.4034e-06,4.961e-08,0.0046769,0.087568,1.9875e-12,1.6136e-06,225.3044,0.088317,NR
0.20855,0.35082,0.18615,9.1736e-06,6.0738e-08,0.0064119,0.080896,2.1635e-12,1.5623e-06,10426.3337,205554.5207,CR
0.23204,0.29381,0.19036,8.6571e-06,7.149e-08,0.0035889,0.088306,1.2239e-12,2.1202e-06,0.027293,-9.9373e-14,NR
0.22897,0.36665,0.22939,7.0765e-06,6.988e-08,0.0054737,0.082965,1.0821e-12,2.1281e-06,594112.4419,870189.003,CR
0.18434,0.36791,0.22484,5.9725e-06,5.2386e-08,0.0030189,0.090101,1.9043e-12,1.5247e-06,3.2949e-07,-1.0259e-15,NR
0.17561,0.20146,0.1564,7.8255e-06,6.8174e-08,0.0055922,0.086162,1.6422e-12,1.937e-06,75.1899,1.3142e-05,NR
0.13825,0.24357,0.10776,9.4425e-06,5.296e-08,0.0057119,0.08532,1.0304e-12,1.5866e-06,24.3344,7.426e-07,NR
0.16025,0.17534,0.13109,5.0081e-06,5.4881e-08,0.0049783,0.090108,6.3718e-13,1.8112e-06,3.0457,-7.1462e-13,NR
0.203,0.29817,0.13336,9.5263e-06,5.081e-08,0.0071559,0.089401,1.3177e-12,2.1584e-06,363629.0478,629299.6024,CR
0.32144,0.36909,0.1846,6.2493e-06,5.7706e-08,0.0076157,0.089624,7.4531e-13,2.1753e-06,583360.7428,1436236.8184,CR
0.13557,0.16538,0.060282,4.3178e-06,6.3867e-08,0.0043653,0.082531,1.8603e-12,1.7604e-06,3940.7614,59273.5097,CR
0.1363,0.18347,0.20317,2.7436e-06,6.1982e-08,0.0079682,0.087897,8.8478e-13,1.6568e-06,0.00023179,-1.4441e-13,NR
0.41118,0.43188,0.078078,5.9131e-06,6.7402e-08,0.0051431,0.079825,1.3239e-12,1.8419e-06,259335.2301,810579.7908,CR
0.14525,0.18053,0.08017,2.8928e-06,3.7176e-08,0.0069926,0.089906,2.2028e-12,1.5007e-06,93715.7077,487138.9925,CR
0.40987,0.56509,0.2267,7.18e-06,6.4802e-08,0.0052957,0.081958,9.7123e-13,1.8109e-06,266302.3772,615180.4799,CR
0.31322,0.46443,0.16958,8.1167e-06,7.075e-08,0.0034982,0.089076,1.3655e-12,1.9561e-06,6.0238e-11,-1.0624e-14,NR
0.21169,0.30167,0.19666,3.5209e-06,5.8861e-08,0.0050101,0.084503,1.9481e-12,1.8279e-06,486264.9967,1020711.3956,CR
0.2564,0.2671,0.14663,9.5532e-06,5.9745e-08,0.0079926,0.088449,2.2095e-12,1.7587e-06,0.049823,2.1227e-15,NR
0.1865,0.1895,0.12901,4.9699e-06,7.1614e-08,0.0034008,0.090273,8.0383e-13,2.4647e-06,191.2784,0.011125,NR
0.41978,0.51088,0.17002,5.3577e-06,5.0591e-08,0.0060161,0.087437,7.9998e-13,1.7465e-06,179195.9845,681718.2443,CR
0.34552,0.42379,0.15818,7.6135e-06,5.4032e-08,0.0043343,0.086405,1.9542e-12,1.5911e-06,46.3837,4.1537e-07,NR
0.38207,0.44326,0.094334,5.7042e-06,5.1335e-08,0.0079491,0.088401,1.7459e-12,1.9991e-06,179073.6759,465652.7215,CR
0.34127,0.38889,0.083823,6.513e-06,6.8249e-08,0.0073971,0.087308,5.79e-13,1.6838e-06,3.4712e-11,-8.2886e-16,NR
0.38764,0.48684,0.18934,3.8448e-06,6.5617e-08,0.0064579,0.077149,2.0224e-12,1.6029e-06,627987.6383,1084226.104,CR
0.32131,0.40897,0.17613,7.797e-06,6.8879e-08,0.0076649,0.089394,1.2009e-12,2.5252e-06,195276.5066,568230.4376,CR
0.40478,0.51993,0.16091,4.6554e-06,7.0697e-08,0.007656,0.080294,2.0802e-12,1.545e-06,0.53075,6.3464e-14,NR
0.24224,0.25159,0.10384,5.6341e-06,6.85e-08,0.0052597,0.086242,1.4328e-12,1.9717e-06,11.0967,-3.0408e-12,NR
0.14359,0.26178,0.15361,5.5124e-06,6.4068e-08,0.0037722,0.080568,1.0551e-12,1.858e-06,347145.277,606624.1142,CR
0.17583,0.20435,0.10845,3.6286e-06,4.534e-08,0.0045839,0.086114,1.6879e-12,1.6209e-06,428267.3975,1244427.3013,CR
0.22371,0.22686,0.18998,4.8017e-06,6.0674e-08,0.0063115,0.086924,7.2464e-13,2.0069e-06,958257.2523,3220140.9375,CR
0.33029,0.33841,0.074864,8.3192e-06,5.8478e-08,0.0063903,0.079805,1.9062e-12,1.4886e-06,81124.3574,678124.7448,CR
0.30154,0.36014,0.17069,3.2468e-06,5.8919e-08,0.0022088,0.079982,2.0566e-12,1.5375e-06,579250.7527,1471668.569,CR
0.25265,0.29637,0.087126,7.0597e-06,6.9025e-08,0.0042256,0.087709,6.5184e-13,2.1705e-06,2.4589,-1.9063e-12,NR
0.37424,0.47793,0.11496,8.8454e-06,4.8923e-08,0.0074287,0.083048,9.27e-13,1.7483e-06,361328.3596,586288.939,CR
0.36457,0.44398,0.084866,3.4385e-06,4.6884e-08,0.0046444,0.081876,8.3961e-13,1.6276e-06,318798.9868,573853.0332,CR
0.25063,0.34323,0.21667,9.5274e-06,6.5547e-08,0.0034206,0.090149,7.3998e-13,2.0063e-06,3.9509e-05,-3.0931e-14,NR
0.41103,0.48092,0.090132,8.6542e-06,7.0007e-08,0.003115,0.083797,1.6291e-12,1.7705e-06,0.0071496,-9.1085e-14,NR
0.22109,0.2313,0.097195,8.2104e-06,5.9633e-08,0.0042499,0.089795,1.549e-12,2.4294e-06,402220.6153,1242380.4909,CR
0.13948,0.16388,0.10915,8.6438e-06,6.67e-08,0.006114,0.086875,7.2143e-13,2.4836e-06,509000.4669,1261112.0129,CR
0.40538,0.47348,0.087899,9.2666e-06,6.1801e-08,0.0058219,0.083825,1.6093e-12,1.6199e-06,0.26551,-4.1306e-13,NR
0.17935,0.33752,0.23972,5.3338e-06,6.0307e-08,0.0071683,0.085374,1.5632e-12,1.5657e-06,0.043778,2.9798e-13,NR
0.14996,0.18923,0.080975,8.274e-06,6.8325e-08,0.0034219,0.088833,5.9987e-13,2.2033e-06,0.091392,-3.0106e-13,NR
0.26346,0.36155,0.21882,6.4007e-06,5.8544e-08,0.0064188,0.089259,1.2444e-12,2.2852e-06,715058.1196,1156510.0501,CR
0.12019,0.31116,0.23395,3.2986e-06,4.8778e-08,0.0048228,0.089969,9.7884e-13,1.5406e-06,0.0051563,-8.923e-14,NR
0.26992,0.29924,0.084886,5.4608e-06,4.7088e-08,0.0035487,0.084148,8.4606e-13,1.5451e-06,226193.5253,823807.702,CR
0.13681,0.22273,0.21819,7.6127e-06,5.8375e-08,0.0066778,0.085912,5.8349e-13,1.5634e-06,1.6292,-3.1664e-13,NR
0.10997,0.30427,0.2343,5.508e-06,4.9412e-08,0.0022315,0.08987,1.7112e-12,2.0275e-06,295289.0757,496236.8634,CR
0.18272,0.32271,0.14629,8.1915e-06,6.7449e-08,0.0062247,0.076589,1.0305e-12,1.8401e-06,418579.9781,568108.4468,CR
0.38325,0.51761,0.17504,8.2352e-06,6.3386e-08,0.005365,0.086382,1.6406e-12,1.488e-06,1.1914e-09,-6.1283e-15,NR
0.39875,0.44999,0.17788,4.6549e-06,6.5704e-08,0.0052117,0.086458,1.4451e-12,1.5193e-06,7.9712e-09,-7.8626e-15,NR
0.33695,0.37874,0.15223,2.4238e-06,6.7027e-08,0.0027999,0.086478,1.6274e-12,1.8008e-06,0.014707,1.5993e-14,NR
0.27831,0.40946,0.16308,5.4409e-06,6.6136e-08,0.0066782,0.081,1.4642e-12,1.8076e-06,110594.8577,340464.587,CR
0.14247,0.17377,0.092278,3.2111e-06,5.8917e-08,0.0060274,0.080795,6.204e-13,1.6041e-06,179668.4797,678782.3206,CR
0.12829,0.28162,0.18315,9.233e-06,6.9376e-08,0.0050787,0.0892,1.2754e-12,2.4736e-06,1805.6425,7952.3159,CR
0.26081,0.4369,0.22213,6.0227e-06,5.2091e-08,0.0064773,0.087992,5.9482e-13,1.8312e-06,43998.9355,294557.3056,CR
0.15651,0.16836,0.18816,7.0578e-06,6.1936e-08,0.0027904,0.085213,6.7422e-13,1.5818e-06,4.7368,-2.862e-13,NR
0.24726,0.24856,0.073607,7.8794e-06,5.993e-08,0.0075855,0.084426,2.2264e-12,1.8181e-06,79154.1431,622002.8161,CR
0.42244,0.47956,0.076675,9.3807e-06,6.8633e-08,0.0070954,0.087514,8.6138e-13,2.0541e-06,0.0034379,-1.2147e-13,NR
0.39427,0.54283,0.19363,7.7768e-06,5.6927e-08,0.0035079,0.085259,1.9172e-12,1.9749e-06,381988.0801,626066.7492,CR
0.35328,0.58131,0.23852,3.3477e-06,6.8666e-08,0.006828,0.081404,7.9652e-13,1.536e-06,0.017843,-1.1155e-13,NR
0.42016,0.58482,0.19496,5.9016e-06,6.621e-08,0.0075595,0.082026,1.1752e-12,1.5374e-06,0.055904,-4.9404e-13,NR
0.17787,0.29817,0.15253,6.74e-06,6.3636e-08,0.0065116,0.089774,6.3441e-13,1.7531e-06,1.6413e-11,7.5711e-15,NR
0.15564,0.30192,0.19777,9.4485e-06,7.1648e-08,0.0054793,0.089531,1.6583e-12,2.6508e-06,69266.1151,293339.9062,CR
0.24647,0.25582,0.11567,3.7978e-06,6.5195e-08,0.003568,0.087213,1.2921e-12,2.3769e-06,548177.0425,1598512.3558,CR
0.37452,0.46247,0.16237,5.7273e-06,7.1198e-08,0.0052176,0.088895,2.054e-12,2.2291e-06,0.030679,-2.9302e-13,NR
0.31948,0.33488,0.078373,9.4671e-06,6.6119e-08,0.0041749,0.089204,1.6074e-12,2.4497e-06,87187.2147,487457.5995,CR
